Age,Year,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
38.0,1994.0,Nov,3,Thursday,Honda,Rural,Friday,Nov,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,6,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
0.0,1994.0,Jan,3,Monday,Honda,Urban,Friday,Jan,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,9,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,All Perils,0
38.0,1996.0,Feb,1,Friday,Pontiac,Urban,Monday,Feb,5,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,1
46.0,1995.0,Dec,4,Wednesday,Chevrolet,Urban,Tuesday,Dec,1,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,3,400,3,more than 30,more than 30,1,5 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision,0
51.0,1995.0,Jan,4,Friday,Accura,Urban,Friday,Jan,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,12,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
42.0,1995.0,Jun,3,Tuesday,Honda,Urban,Monday,Jun,3,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,15,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,0
30.0,1995.0,Sep,2,Wednesday,Mazda,Urban,Friday,Sep,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1
36.0,1995.0,Jan,1,Friday,Chevrolet,Rural,Monday,Jan,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,11,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
40.0,1995.0,May,3,Wednesday,Mazda,Urban,Wednesday,May,2,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,13,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
48.573303,1995.0,Aug,1,Saturday,Honda,Urban,Thursday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
54.0,1994.0,Aug,1,Thursday,Chevrolet,Urban,Friday,Aug,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
34.0,1994.0,Apr,2,Tuesday,Honda,Urban,Monday,Apr,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
41.0,1996.0,Dec,4,Sunday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,6,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability,0
55.15116,1995.0,Jan,1,Wednesday,Pontiac,Urban,Monday,Jan,1,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,15,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,more than 5,1 year,2 vehicles,Collision,0
49.0,1995.0,Jan,5,Monday,Mazda,Urban,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,16,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
0.0,1996.0,Feb,1,Monday,Honda,Urban,Monday,Feb,4,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,2,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability,0
39.0,1995.0,Dec,1,Saturday,Honda,Urban,Tuesday,Dec,3,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,Liability,0
43.0,1995.0,Jan,1,Friday,Toyota,Urban,Tuesday,Jan,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,8,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
34.0,1994.0,Aug,5,Tuesday,Chevrolet,Rural,Monday,Aug,1,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,700,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
22.0,1995.0,Aug,1,Saturday,Mazda,Rural,Monday,Aug,1,Male,Single,Third Party,Sedan - All Perils,Sedan,more than 69000,9,400,3,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,All Perils,0
30.580809,1996.0,Sep,2,Tuesday,Toyota,Rural,Thursday,Sep,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,11,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,1
27.0,1996.0,May,2,Wednesday,Pontiac,Urban,Tuesday,May,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,15,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
42.0,1994.0,Oct,2,Saturday,Toyota,Rural,Monday,Oct,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
60.0,1995.0,Oct,5,Tuesday,Mazda,Rural,Thursday,Oct,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,400,1,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability,0
50.0,1994.0,Oct,1,Tuesday,Pontiac,Urban,Wednesday,Oct,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
75.60951,1994.0,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision,0
65.0,1995.0,Sep,4,Friday,Toyota,Rural,Friday,Oct,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,3,more than 30,more than 30,none,6 years,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,All Perils,0
40.0,1994.0,Aug,3,Monday,Pontiac,Urban,Wednesday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
31.0,1994.0,Mar,3,Wednesday,Toyota,Urban,Tuesday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
43.0,1994.0,Dec,4,Monday,Pontiac,Urban,Thursday,Mar,1,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,5,400,4,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,none,4 to 8 years,2 vehicles,All Perils,0
55.0,1994.0,Feb,2,Saturday,Toyota,Urban,Monday,Mar,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,11,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,All Perils,1
65.0,1996.0,Jul,5,Saturday,Toyota,Urban,Tuesday,Jul,5,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,15,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,All Perils,0
34.0,1996.0,Dec,2,Wednesday,Pontiac,Rural,Monday,Dec,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,700,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,1
72.0,1995.0,Oct,5,Wednesday,Toyota,Urban,Friday,Oct,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,13,400,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Collision,0
48.0,1996.0,Jan,3,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,14,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils,0
42.0,1994.0,Jun,2,Tuesday,Mazda,Urban,Friday,Feb,1,Male,Married,Third Party,Sedan - Collision,Sedan,40000 to 59000,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
39.0,1996.0,Nov,1,Sunday,Pontiac,Rural,Thursday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
26.0,1995.0,Oct,1,Thursday,Chevrolet,Urban,Thursday,Oct,4,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,15,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
23.0,1995.0,Aug,3,Wednesday,Mazda,Urban,Tuesday,Oct,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,400,2,more than 30,more than 30,none,3 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision,0
72.58149,1996.0,Oct,4,Wednesday,Honda,Urban,Tuesday,Oct,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,1,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Collision,0
54.0,1995.0,Apr,1,Sunday,Toyota,Urban,Monday,Apr,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,12,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability,0
77.034485,1994.0,Sep,2,Friday,Mazda,Urban,Wednesday,Oct,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,9,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,Collision,0
52.0,1995.0,Dec,3,Monday,Toyota,Urban,Wednesday,Dec,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,16,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
33.0,1994.0,Mar,3,Friday,Mazda,Rural,Saturday,Apr,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,1
39.782436,1994.0,Dec,3,Friday,Pontiac,Urban,Monday,Dec,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
45.0,1995.0,Nov,4,Monday,Pontiac,Urban,Friday,Nov,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,12,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision,0
74.362335,1995.0,Sep,1,Saturday,Nisson,Urban,Monday,Sep,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,10,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
55.0,1996.0,Jan,5,Wednesday,Mazda,Urban,Friday,Feb,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
33.0,1994.0,Feb,1,Wednesday,Honda,Urban,Friday,Mar,1,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,3,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
29.0,1996.0,Apr,5,Monday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,9,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
39.0,1994.0,Nov,5,Friday,Mazda,Urban,Thursday,Nov,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,1 year,1 vehicle,Liability,0
43.0,1994.0,Oct,3,Monday,Toyota,Rural,Thursday,Aug,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
43.0,1994.0,Mar,4,Sunday,Toyota,Urban,Monday,Aug,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,4,more than 30,more than 30,none,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,Collision,0
29.0,1994.0,Aug,4,Thursday,Honda,Urban,Thursday,Aug,5,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,1
53.0,1995.0,Jun,1,Wednesday,Pontiac,Urban,Thursday,Jun,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
30.0,1994.0,Oct,3,Thursday,Pontiac,Rural,Thursday,Oct,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,400,4,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,All Perils,0
31.0,1996.0,Feb,4,Tuesday,Toyota,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,less than 20000,2,400,3,more than 30,more than 30,2 to 4,2 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
29.0,1994.0,Jan,1,Monday,Honda,Urban,Tuesday,Apr,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,10,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
41.0,1995.0,Mar,4,Sunday,Pontiac,Urban,Tuesday,Mar,1,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,8,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
36.0,1995.0,Feb,3,Saturday,Pontiac,Urban,Thursday,Feb,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,6,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision,0
63.0,1994.0,Mar,2,Tuesday,Toyota,Urban,Wednesday,Mar,4,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,7,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,Liability,0
55.0,1996.0,Oct,4,Friday,Mazda,Urban,Thursday,Oct,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,4,700,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,0
55.0,1995.0,Jan,2,Wednesday,Toyota,Urban,Thursday,Jan,3,Male,Married,Third Party,Sedan - Liability,Sport,more than 69000,8,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
57.0,1994.0,May,3,Sunday,Toyota,Urban,Wednesday,May,1,Male,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,3,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils,0
28.0,1995.0,May,1,Friday,Honda,Rural,Monday,May,5,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
32.0,1995.0,Mar,3,Tuesday,Toyota,Urban,Tuesday,Mar,3,Female,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
22.0,1994.0,Apr,2,Tuesday,Toyota,Urban,Tuesday,Apr,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,0
40.0,1995.0,May,5,Thursday,Pontiac,Urban,Thursday,May,1,Female,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
31.905043,1994.0,Dec,5,Thursday,Honda,Urban,Tuesday,Dec,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,12,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
33.0,1995.0,Mar,3,Wednesday,Honda,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
29.0,1995.0,Jul,1,Saturday,Pontiac,Urban,Tuesday,Jul,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,16,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
54.0,1996.0,Sep,4,Monday,Toyota,Urban,Monday,Sep,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
39.732815,1995.0,Sep,3,Friday,VW,Urban,Monday,Oct,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,16,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
22.0,1994.0,Jan,1,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Single,Third Party,Sport - Collision,Sport,more than 69000,7,400,4,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,0
60.05533,1996.0,May,2,Friday,VW,Rural,Monday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,5,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability,0
31.0,1996.0,Oct,4,Monday,Toyota,Urban,Wednesday,Nov,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,9,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
55.037678,1994.0,Sep,2,Sunday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,16,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
57.0,1994.0,Dec,5,Thursday,Toyota,Urban,Tuesday,Dec,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,400,2,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
31.646915,1995.0,Jun,2,Saturday,Pontiac,Urban,Friday,Jun,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,11,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
43.0,1994.0,Jul,2,Wednesday,Accura,Urban,Thursday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,15,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
36.0,1994.0,May,4,Wednesday,Toyota,Urban,Thursday,Jun,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
38.0,1995.0,Dec,1,Friday,Pontiac,Urban,Wednesday,Dec,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,5,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1
34.0,1995.0,Jun,3,Friday,Pontiac,Urban,Tuesday,Jun,4,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
35.0,1995.0,Sep,2,Thursday,Mazda,Urban,Tuesday,Nov,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
38.0,1996.0,Apr,1,Tuesday,Honda,Urban,Wednesday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,1
51.0,1996.0,Feb,4,Friday,Honda,Urban,Thursday,Mar,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,1 to 2,no change,1 vehicle,Liability,0
52.41039,1995.0,Dec,3,Monday,Pontiac,Urban,Tuesday,Dec,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability,0
32.0,1994.0,Feb,4,Friday,Toyota,Rural,Wednesday,Mar,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,10,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
